Root Cause (Gejala),Impact (Akibat),Tipe Masalah,Confidence (%),Lift Ratio,Support (%),Level Prioritas
"ether3, interface",BROADCAST_STORM,BROADCAST_STORM,0.2512562814070351,2.279084099744003,0.0260010400416016,INFO (Monitor)
153,"1000, len, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"icmp, len, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"firewall, len, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"type, len, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"len, 131, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"unknown, len, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ddos, len, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"src-mac, len, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"1000, 131, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ether1, len, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"1000, detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 192","len, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"len, 192, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 168","len, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"len, 168, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"r1-core, len, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"len, detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"unknown, detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"len, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, len, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 192","1000, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, r1-core, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, unknown, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"1000, firewall, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ether1, 1000, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ddos, detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"1000, 192, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 168","1000, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"1000, 168, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"r1-core, 1000, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, 1000, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, src-mac, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, 168, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, ddos, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, icmp, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, 131, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, type, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, firewall, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, ether1, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 192","proto, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, 192, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 168","proto, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"src-mac, detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"type, code, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"icmp, detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ddos, 133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"r1-core, code, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"code, 133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"133-, detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"len, 133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, 133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"1000, 133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"unknown, 133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"src-mac, 133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"icmp, 133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 168","code, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"131, 133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"type, 133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"firewall, 133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ether1, 133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 192","133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"192, 133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 168","133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"168, 133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"r1-core, 133-, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"code, 168, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"code, 192, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"131, detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"code, detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"type, detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"firewall, detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ether1, detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 192","detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"192, detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 168","detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"168, detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"r1-core, detected, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"code, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"code, len, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 192","code, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"proto, code, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"code, 1000, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"unknown, code, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"src-mac, code, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ddos, code, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"icmp, code, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"code, 131, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"code, firewall, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ether1, code, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"type, 1000, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ether1, ddos, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"icmp, 1000, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"type, 192, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"r1-core, 168, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ether1, firewall, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"r1-core, firewall, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"r1-core, ether1, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"type, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"type, r1-core, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"type, firewall, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"type, ether1, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 192","type, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 168","type, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ether1, 168, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"type, 168, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"131, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ether1, 131, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 192","131, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"131, 192, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 168","131, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"131, 168, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"r1-core, 131, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"type, 131, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 168","r1-core, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 168","ether1, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"icmp, firewall, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"168, 192, DDOS_ATTACK",DDOS_ATTACK,0.9456264775413712,2.273049645390071,0.4160166406656266,HIGH RISK (Certainty)
153,"ddos, 1000, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,DDOS_ATTACK,DDOS_ATTACK,0.9456264775413712,2.273049645390071,0.4160166406656266,HIGH RISK (Certainty)
"153, 192",DDOS_ATTACK,DDOS_ATTACK,0.9456264775413712,2.273049645390071,0.4160166406656266,HIGH RISK (Certainty)
153,"192, DDOS_ATTACK",DDOS_ATTACK,0.9456264775413712,2.273049645390071,0.4160166406656266,HIGH RISK (Certainty)
"153, 168",DDOS_ATTACK,DDOS_ATTACK,0.9456264775413712,2.273049645390071,0.4160166406656266,HIGH RISK (Certainty)
153,"168, DDOS_ATTACK",DDOS_ATTACK,0.9456264775413712,2.273049645390071,0.4160166406656266,HIGH RISK (Certainty)
"153, 168, 192",DDOS_ATTACK,DDOS_ATTACK,0.9456264775413712,2.273049645390071,0.4160166406656266,HIGH RISK (Certainty)
"153, 192","168, DDOS_ATTACK",DDOS_ATTACK,0.9456264775413712,2.273049645390071,0.4160166406656266,HIGH RISK (Certainty)
"153, 168","192, DDOS_ATTACK",DDOS_ATTACK,0.9456264775413712,2.273049645390071,0.4160166406656266,HIGH RISK (Certainty)
153,"firewall, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"firewall, 168, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ether1, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"r1-core, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 192","firewall, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"firewall, 192, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 192","ether1, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ether1, 192, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 192","r1-core, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"r1-core, 192, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 168","firewall, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"icmp, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"firewall, 131, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"icmp, r1-core, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"src-mac, firewall, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"icmp, 131, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"src-mac, 192, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 168","src-mac, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"src-mac, 168, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"src-mac, r1-core, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"unknown, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"src-mac, unknown, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"unknown, ddos, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"icmp, unknown, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"unknown, 131, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"type, unknown, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"unknown, firewall, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"unknown, ether1, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 192","unknown, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"unknown, 192, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 168","unknown, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"unknown, 168, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"unknown, r1-core, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"1000, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"unknown, 1000, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"src-mac, 1000, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"src-mac, ether1, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 192","src-mac, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"type, src-mac, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"type, ddos, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"type, icmp, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"icmp, ether1, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 192","icmp, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"icmp, 192, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 168","icmp, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"icmp, 168, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"src-mac, 131, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"icmp, ddos, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ddos, 131, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ddos, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ddos, firewall, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 192","ddos, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ddos, 192, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"153, 168","ddos, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"ddos, 168, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"r1-core, ddos, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"src-mac, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"src-mac, ddos, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
153,"icmp, src-mac, DDOS_ATTACK",DDOS_ATTACK,0.9432624113475178,2.273049645390071,0.4149765990639625,HIGH RISK (Certainty)
"change, r3-access","LINK_FAILURE, ospf-1",LINK_FAILURE,0.264367816091954,2.2695504926108376,0.0119604784191367,INFO (Monitor)
r3-access,"interface, BROADCAST_STORM",BROADCAST_STORM,0.2146341463414633,2.2678102385419456,0.0228809152366094,INFO (Monitor)
"ether3, change, state",BROADCAST_STORM,BROADCAST_STORM,0.25,2.2676886792452837,0.0124804992199688,INFO (Monitor)
"ether3, ospf, neighbor",BROADCAST_STORM,BROADCAST_STORM,0.2481203007518796,2.25063838842389,0.0171606864274571,INFO (Monitor)
"ether3, interface, neighbor",BROADCAST_STORM,BROADCAST_STORM,0.2481203007518796,2.25063838842389,0.0171606864274571,INFO (Monitor)
